# GENERATED by hc-conformance --write-rule-interaction-pairs. One line per pipeline-permitted
# ordered pair of rule-bearing units within a Stratum (or between two adjacent Strata) --
# OrderingGenerator.EnumerateStratumPairs's denominator for rule-interaction coverage, classified
# by CheckStratumPairDisjointDomains. Self-pairs are included (see the method doc for why); an
# AffixTemplate is one unit, never exploded into its Slot rules -- those are already pinned by
# OrderingGenerator's adjacent-pair AffixTemplateSlots list. pair_kind is same-stage, cross-stage,
# or cross-stratum. domain_relation is only ever Disjoint/Overlaps for a PhonologicalRule pair;
# every other unit-kind combination is Undetermined by construction.
fixture	stratum_a	stratum_b	pair_kind	unit_a_kind	unit_a	unit_b_kind	unit_b	domain_relation
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrNasalInfix	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrNasalInfix	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrNasalInfix	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrNasalInfix	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrNasalInfix	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrAblaut	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrCircumfixGeT	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrCompoundConstrained	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrCompoundHN	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrCompoundNH	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrNasalInfix	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrPast2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrPers1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrPers2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrPers3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrPl2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPast2	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrAblaut	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrCircumfixGeT	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrCompoundConstrained	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrCompoundHN	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrCompoundNH	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrNasalInfix	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrPast2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrPers1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrPers2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrPers3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrPl2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers1	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrAblaut	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrCircumfixGeT	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrCompoundConstrained	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrCompoundHN	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrCompoundNH	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrNasalInfix	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrPast2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrPers1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrPers2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrPers3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrPl2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers2	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrAblaut	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrCircumfixGeT	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrCompoundConstrained	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrCompoundHN	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrCompoundNH	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrNasalInfix	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrPast2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrPers1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrPers2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrPers3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrPl2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPers3	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrAblaut	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrCircumfixGeT	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrCompoundConstrained	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrCompoundHN	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrCompoundNH	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrNasalInfix	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrPast2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrPers1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrPers2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrPers3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrPl2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPl2	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrAblaut	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrCircumfixGeT	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrCompoundConstrained	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrCompoundHN	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrCompoundNH	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrNasalInfix	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrPast2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrPers1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrPers2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrPers3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrPl2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe1	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrAblaut	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrCircumfixGeT	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrCompoundConstrained	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrCompoundHN	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrCompoundNH	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrNasalInfix	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrPast2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrPers1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrPers2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrPers3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrPl2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrPrefixBe2	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrAblaut	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrCircumfixGeT	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrCompoundConstrained	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrCompoundHN	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrCompoundNH	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrNasalInfix	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrPast2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrPers1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrPers2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrPers3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrPl2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrSuffixS3	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrAblaut	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrCircumfixGeT	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrCompoundConstrained	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrCompoundHN	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrCompoundNH	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrNasalInfix	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrPast2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrPers1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrPers2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrPers3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrPl2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrAblaut	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrCircumfixGeT	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrCompoundConstrained	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrCompoundHN	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrCompoundNH	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrNasalInfix	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrPast2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrPers1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrPers2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrPers3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrPl2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrPrefixBe1	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrPrefixBe2	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrSuffixS3	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrTense	Undetermined
languages/fusional-realizational-morphology	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	rrPast	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrEndH	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrEndW	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrEndZ	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrThemeX	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndH	MorphologicalRule	mrThemeY	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrEndH	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrEndW	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrEndZ	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrThemeX	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndW	MorphologicalRule	mrThemeY	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrEndH	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrEndW	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrEndZ	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrThemeX	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrEndZ	MorphologicalRule	mrThemeY	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrThemeX	MorphologicalRule	mrEndH	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrThemeX	MorphologicalRule	mrEndW	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrThemeX	MorphologicalRule	mrEndZ	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrThemeX	MorphologicalRule	mrThemeX	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrThemeX	MorphologicalRule	mrThemeY	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrThemeY	MorphologicalRule	mrEndH	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrThemeY	MorphologicalRule	mrEndW	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrThemeY	MorphologicalRule	mrEndZ	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrThemeY	MorphologicalRule	mrThemeX	Undetermined
languages/fusional-realizational-morphology	MprGroups	MprGroups	SameStage	MorphologicalRule	mrThemeY	MorphologicalRule	mrThemeY	Undetermined
languages/metathesis-phase-isolation	ComplexMeta	ComplexMeta	SameStage	MorphologicalRule	mrUSuffix	MorphologicalRule	mrUSuffix	Undetermined
languages/metathesis-phase-isolation	ComplexMeta	ComplexMeta	SameStage	PhonologicalRule	mrComplexMeta	PhonologicalRule	mrComplexMeta	Undetermined
languages/metathesis-phase-isolation	ComplexMeta	ComplexMeta	CrossStage	MorphologicalRule	mrUSuffix	PhonologicalRule	mrComplexMeta	Undetermined
languages/metathesis-phase-isolation	ComplexMeta	SimpleMeta	CrossStratum	PhonologicalRule	mrComplexMeta	MorphologicalRule	mrISuffix	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrCircum	MorphologicalRule	mrCircum	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrCircum	MorphologicalRule	mrInfixUm	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrCircum	MorphologicalRule	mrLnk	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrCircum	MorphologicalRule	mrPerf	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrCircum	MorphologicalRule	mrRedupCV	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrCircum	MorphologicalRule	mrRedupFull	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrCircum	MorphologicalRule	mrTrunc	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrInfixUm	MorphologicalRule	mrCircum	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrInfixUm	MorphologicalRule	mrInfixUm	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrInfixUm	MorphologicalRule	mrLnk	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrInfixUm	MorphologicalRule	mrPerf	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrInfixUm	MorphologicalRule	mrRedupCV	Undetermined
languages/metathesis-phase-isolation	Morphology	Morphology	SameStage	MorphologicalRule	mrInfixUm	MorphologicalRule	mrRedupFull	Undetermined
