# GENERATED by hc-conformance --write-rule-interaction-pairs. One line per pipeline-permitted
# ordered pair of rule-bearing units within a Stratum (or between two adjacent Strata) --
# OrderingGenerator.EnumerateStratumPairs's denominator for rule-interaction coverage, classified
# by CheckStratumPairDisjointDomains. Self-pairs are included (see the method doc for why); an
# AffixTemplate is one unit, never exploded into its Slot rules -- those are already pinned by
# OrderingGenerator's adjacent-pair AffixTemplateSlots list. pair_kind is same-stage, cross-stage,
# or cross-stratum. domain_relation is only ever Disjoint/Overlaps for a PhonologicalRule pair;
# every other unit-kind combination is Undetermined by construction.
fixture	stratum_a	stratum_b	pair_kind	unit_a_kind	unit_a	unit_b_kind	unit_b	domain_relation
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	mrRedup	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	mrStemReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	mrTense	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	rrPast	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	MorphologicalRule	rrRRealTest	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrStemReq	AffixTemplate	extensionTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrAgr	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrAppl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrCaus	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrEndH	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrEndW	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrEndZ	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrExtX	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrRedup	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrStemReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	mrTense	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	rrPast	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	MorphologicalRule	rrRRealTest	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	mrTense	AffixTemplate	extensionTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrAgr	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrAppl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrCaus	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrEndH	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrEndW	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrEndZ	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrExtX	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrRedup	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrStemReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	mrTense	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	rrPast	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	MorphologicalRule	rrRRealTest	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrPast	AffixTemplate	extensionTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrAgr	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrAppl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrCaus	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrEndH	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrEndW	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrEndZ	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrExtX	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrRedup	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrStemReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	mrTense	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	rrPast	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	MorphologicalRule	rrRRealTest	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	MorphologicalRule	rrRRealTest	AffixTemplate	extensionTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrAgr	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrAppl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrCaus	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrEndH	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrEndW	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrEndZ	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrExtX	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrExtY	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrFV	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrNumPl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrPhXSource	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrPhonoDestroy	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrRecurSuf	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrRedup	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrStemReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	mrTense	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	rrPast	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	MorphologicalRule	rrRRealTest	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	AffixTemplate	extensionTemplate	AffixTemplate	extensionTemplate	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	PhonologicalRule	prNasalMutation	PhonologicalRule	prNasalMutation	Overlaps
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	PhonologicalRule	prNasalMutation	PhonologicalRule	prPhonoExcl	Overlaps
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	PhonologicalRule	prNasalMutation	PhonologicalRule	prPhonoReq	Overlaps
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	PhonologicalRule	prPhonoExcl	PhonologicalRule	prPhonoExcl	Overlaps
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	PhonologicalRule	prPhonoReq	PhonologicalRule	prPhonoExcl	Overlaps
languages/suffixing-extension-slot-ordering	Main	Main	SameStage	PhonologicalRule	prPhonoReq	PhonologicalRule	prPhonoReq	Overlaps
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrAgr	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrAgr	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrAgr	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrAppl	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrAppl	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrAppl	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrCaus	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrCaus	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrCaus	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrEndH	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrEndH	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrEndH	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrEndW	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrEndW	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrEndW	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrEndZ	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrEndZ	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrEndZ	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrExtX	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrExtX	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrExtX	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrExtY	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrExtY	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrExtY	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrFV	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrFV	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrFV	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrNumPl	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrNumPl	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrNumPl	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrPhXSource	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrPhXSource	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrPhXSource	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrPhonoDestroy	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrPhonoDestroy	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrPhonoDestroy	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrRecurSuf	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrRecurSuf	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrRecurSuf	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrRedup	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrRedup	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrRedup	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrStemReq	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrStemReq	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrStemReq	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrTense	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrTense	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	mrTense	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	rrPast	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	rrPast	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	rrPast	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	rrRRealTest	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	rrRRealTest	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	MorphologicalRule	rrRRealTest	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	AffixTemplate	extensionTemplate	PhonologicalRule	prNasalMutation	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	AffixTemplate	extensionTemplate	PhonologicalRule	prPhonoExcl	Undetermined
languages/suffixing-extension-slot-ordering	Main	Main	CrossStage	AffixTemplate	extensionTemplate	PhonologicalRule	prPhonoReq	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrAlphaSuf	MorphologicalRule	mrAlphaSuf	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrAlphaSuf	MorphologicalRule	mrPast	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrAlphaSuf	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrAlphaSuf	MorphologicalRule	mrPres	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrAlphaSuf	MorphologicalRule	ruleCollective	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrAlphaSuf	MorphologicalRule	ruleInfixDemo	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrAlphaSuf	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPast	MorphologicalRule	mrAlphaSuf	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPast	MorphologicalRule	mrPast	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPast	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPast	MorphologicalRule	mrPres	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPast	MorphologicalRule	ruleCollective	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPast	MorphologicalRule	ruleInfixDemo	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPast	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrAlphaSuf	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrPast	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	mrPres	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	ruleCollective	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPlural	MorphologicalRule	ruleInfixDemo	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPlural	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPres	MorphologicalRule	mrAlphaSuf	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPres	MorphologicalRule	mrPast	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPres	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPres	MorphologicalRule	mrPres	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPres	MorphologicalRule	ruleCollective	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPres	MorphologicalRule	ruleInfixDemo	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	mrPres	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleCollective	MorphologicalRule	mrAlphaSuf	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleCollective	MorphologicalRule	mrPast	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleCollective	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleCollective	MorphologicalRule	mrPres	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleCollective	MorphologicalRule	ruleCollective	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleCollective	MorphologicalRule	ruleInfixDemo	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleCollective	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleInfixDemo	MorphologicalRule	mrAlphaSuf	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleInfixDemo	MorphologicalRule	mrPast	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleInfixDemo	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleInfixDemo	MorphologicalRule	mrPres	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleInfixDemo	MorphologicalRule	ruleCollective	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleInfixDemo	MorphologicalRule	ruleInfixDemo	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	MorphologicalRule	ruleInfixDemo	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrAlphaSuf	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrPast	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrPlural	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	mrPres	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	ruleCollective	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	AffixTemplate	verbTemplate	MorphologicalRule	ruleInfixDemo	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	AffixTemplate	verbTemplate	AffixTemplate	verbTemplate	Undetermined
languages/suffixing-vowel-harmony	Main	Main	SameStage	PhonologicalRule	prAlphaHighHarmony	PhonologicalRule	prAlphaHighHarmony	Overlaps
languages/suffixing-vowel-harmony	Main	Main	SameStage	PhonologicalRule	prBacknessHarmony	PhonologicalRule	prAlphaHighHarmony	Overlaps
languages/suffixing-vowel-harmony	Main	Main	SameStage	PhonologicalRule	prBacknessHarmony	PhonologicalRule	prBacknessHarmony	Overlaps
languages/suffixing-vowel-harmony	Main	Main	SameStage	PhonologicalRule	prBacknessHarmony	PhonologicalRule	prEpenthesis	Disjoint
